EntrezID	GeneLength	Count
497097	3634	0
100503874	3259	0
100038431	1634	0
19888	9747	0
20671	3130	8
27395	4203	342
18777	2433	693
100503730	799	2
21399	2847	619
58175	2241	224
108664	1976	1251
18387	4707	0
226304	3692	0
12421	7046	2122
620393	858	0
240690	6161	0
319263	5232	1348
71096	4193	0
59014	2048	731
76187	3139	27
72481	1246	11
76982	3187	15
17864	3564	131
70675	5179	1522
73331	1494	0
170755	5622	113
620986	451	50
240697	2553	1
73824	407	271
266793	74	6
100038398	2646	5
100039596	501	3
69312	1502	2
26754	1240	1264
211660	4354	624
211673	7042	4260
329093	1930	1
109294	11187	68
320492	8293	1
329096	3200	0
240725	4864	52
240726	8512	4
383491	2593	2
17978	8213	2972
72265	2888	3710
212442	1889	318
381246	1926	2
433273	1245	0
14048	4345	10
17681	1717	31
277328	4263	0
98741	5309	0
21749	1633	217
226866	2748	10
665434	572	0
75799	717	0
19989	934	8469
98711	2295	646
29819	2890	478
66799	2354	375
67923	955	847
329101	2788	1
70397	1732	296
17087	603	89
57339	4809	62
14545	3938	1
94227	6923	49
83691	4006	43
78081	1192	0
654454	222	0
654460	258	0
77673	469	0
654464	256	0
226896	1753	0
21419	6391	1635
241035	12928	6
75028	786	0
387202	73	0
723817	119	0
16171	1171	0
257630	1178	0
17215	2886	244
77741	1120	0
74229	4420	33
71877	2208	41
170829	1409	146
75712	1112	25
14859	1450	6
241041	1148	0
368204	1950	0
433278	844	0
98582	2247	0
226922	6980	5
116837	4066	2
66755	1781	0
387225	71	0
723964	84	2
70155	4844	3743
100503399	1522	3
280645	4362	99
98366	2259	496
68002	667	77
68187	6467	686
12839	3888	2175
12823	10542	6
68421	5392	1705
210933	5522	0
100504323	1551	0
210940	4331	0
433281	2004	0
665903	467	51
210962	2882	0
623924	306	0
791350	1160	0
213109	7561	3568
19243	4129	1384
70988	1094	0
266744	1903	0
74708	1449	0
226957	914	0
624262	762	6
170771	1359	0
408192	1437	0
408191	3748	0
19076	1937	248
67503	889	2
19335	4487	149
213539	1815	418
98403	3650	628
433287	3016	134
320705	2292	6
13518	23242	10089
100628580	79	0
69668	1705	189
27993	2249	701
52318	3559	332
19253	1578	1488
21755	1246	4
12627	1038	0
21756	1301	0
211383	4356	0
241051	2676	0
226970	2714	87
214469	5080	3979
226971	5469	1156
50785	3719	2834
320011	9029	2631
214854	2583	21
214855	5699	2487
226976	4663	2123
214895	2225	548
94220	4582	688
94218	5283	419
78321	1954	141
109346	1786	134
20353	3805	2987
381337	2577	25
12859	569	204
226977	2077	1553
71166	1127	1
22637	2180	2
56030	6548	2181
70853	4422	0
12790	3498	0
269180	6817	443
76178	3862	1618
67387	1412	414
269181	7054	2331
77633	2755	109
100861893	736	0
72097	4361	1015
100503734	2218	0
211484	3400	59
623661	1555	59
69028	1229	144
107734	691	358
332427	2564	0
69541	798	0
98258	4596	1311
226982	7797	4416
56210	4262	410
16764	6010	26
381338	5077	0
98388	3120	16
100503760	2386	0
433292	1001	0
68833	1706	1267
18143	4180	436
114641	1254	157
54610	4440	1322
52846	3170	311
100217461	94	6
67702	2434	1765
263764	5799	0
619289	2000	3
100042065	359	0
73426	531	0
26921	5974	4621
100047133	858	0
16178	1343	24
16177	5035	895
107527	1950	155
17082	6967	16
16182	4781	570
16174	2487	16
110895	3822	25
226999	3493	83
211798	3152	68
381339	1096	1
74897	573	0
66297	546	0
18993	3065	0
73100	2841	0
69527	1419	578
93690	3860	0
73122	5538	601
98404	3457	232
