EntrezID	GeneLength	Count
497097	3634	3
100503874	3259	0
100038431	1634	0
19888	9747	2
20671	3130	14
27395	4203	769
18777	2433	1888
100503730	799	11
21399	2847	1716
58175	2241	571
108664	1976	3630
18387	4707	0
226304	3692	0
12421	7046	6280
620393	858	0
240690	6161	0
319263	5232	3688
71096	4193	0
59014	2048	2933
76187	3139	126
72481	1246	24
76982	3187	34
17864	3564	594
70675	5179	4404
73331	1494	5
170755	5622	249
620986	451	110
240697	2553	1
73824	407	517
266793	74	19
100038398	2646	45
100039596	501	0
69312	1502	0
26754	1240	3344
211660	4354	2137
211673	7042	15128
329093	1930	3
109294	11187	292
320492	8293	0
329096	3200	0
240725	4864	232
240726	8512	21
383491	2593	13
17978	8213	7967
72265	2888	13690
212442	1889	848
381246	1926	1
433273	1245	1
14048	4345	24
17681	1717	40
277328	4263	0
98741	5309	1
21749	1633	445
226866	2748	53
665434	572	0
75799	717	0
19989	934	24258
98711	2295	2818
29819	2890	1275
66799	2354	1184
67923	955	2454
329101	2788	0
70397	1732	606
17087	603	311
57339	4809	293
14545	3938	12
94227	6923	193
83691	4006	195
78081	1192	0
654454	222	0
654460	258	0
77673	469	0
654464	256	0
226896	1753	0
21419	6391	2853
241035	12928	8
75028	786	0
387202	73	0
723817	119	0
16171	1171	0
257630	1178	0
17215	2886	954
77741	1120	0
74229	4420	62
71877	2208	97
170829	1409	304
75712	1112	70
14859	1450	11
241041	1148	0
368204	1950	0
433278	844	0
98582	2247	0
226922	6980	32
116837	4066	1
66755	1781	1
387225	71	0
723964	84	4
70155	4844	9303
100503399	1522	11
280645	4362	224
98366	2259	1500
68002	667	144
68187	6467	1974
12839	3888	8704
12823	10542	19
68421	5392	6069
210933	5522	3
100504323	1551	0
210940	4331	0
433281	2004	0
665903	467	144
210962	2882	0
623924	306	0
791350	1160	0
213109	7561	9954
19243	4129	6257
70988	1094	0
266744	1903	0
74708	1449	0
226957	914	1
624262	762	15
170771	1359	0
408192	1437	0
408191	3748	0
19076	1937	632
67503	889	10
19335	4487	512
213539	1815	1310
98403	3650	2268
433287	3016	430
320705	2292	21
13518	23242	40515
100628580	79	1
69668	1705	700
27993	2249	2214
52318	3559	1160
