EntrezID	GeneLength	Count
497097	3634	526
100503874	3259	6
100038431	1634	0
19888	9747	0
20671	3130	40
27395	4203	1268
18777	2433	1923
100503730	799	2
21399	2847	1870
58175	2241	14
108664	1976	2071
18387	4707	0
226304	3692	0
12421	7046	2716
620393	858	3
240690	6161	1
319263	5232	2715
71096	4193	5
59014	2048	4214
76187	3139	32
72481	1246	12
76982	3187	44
17864	3564	862
70675	5179	3020
73331	1494	1
170755	5622	565
620986	451	206
240697	2553	8
73824	407	565
266793	74	10
100038398	2646	92
100039596	501	12
69312	1502	0
26754	1240	3409
211660	4354	1008
211673	7042	7972
329093	1930	553
109294	11187	240
320492	8293	40
329096	3200	0
240725	4864	2008
240726	8512	34
383491	2593	30
17978	8213	6358
72265	2888	5709
212442	1889	354
381246	1926	0
433273	1245	3
14048	4345	1001
17681	1717	2
277328	4263	0
98741	5309	0
21749	1633	520
226866	2748	3779
665434	572	1
75799	717	10
19989	934	24296
98711	2295	4272
29819	2890	1236
66799	2354	1452
67923	955	3742
329101	2788	0
70397	1732	1199
17087	603	57
57339	4809	339
14545	3938	8
94227	6923	746
83691	4006	2882
78081	1192	0
654454	222	0
654460	258	0
77673	469	0
654464	256	0
226896	1753	0
21419	6391	4724
241035	12928	0
75028	786	0
387202	73	0
723817	119	0
16171	1171	0
257630	1178	2
17215	2886	5171
77741	1120	1
74229	4420	305
71877	2208	241
170829	1409	382
75712	1112	191
14859	1450	7
241041	1148	1
368204	1950	2
433278	844	2
98582	2247	8
226922	6980	2530
116837	4066	17
66755	1781	0
387225	71	0
723964	84	1
70155	4844	907
100503399	1522	0
280645	4362	82
98366	2259	2182
68002	667	303
68187	6467	1809
12839	3888	2407
12823	10542	6
68421	5392	3238
210933	5522	1
100504323	1551	0
210940	4331	1
433281	2004	0
665903	467	364
210962	2882	0
623924	306	0
791350	1160	0
213109	7561	5872
19243	4129	3846
70988	1094	0
266744	1903	0
74708	1449	0
226957	914	1
624262	762	26
170771	1359	20
408192	1437	0
408191	3748	0
19076	1937	1608
67503	889	8
19335	4487	884
213539	1815	2342
98403	3650	1102
433287	3016	528
320705	2292	11
13518	23242	98971
100628580	79	7
69668	1705	467
27993	2249	2019
52318	3559	731
19253	1578	88
21755	1246	0
12627	1038	0
21756	1301	2
211383	4356	0
241051	2676	2
226970	2714	827
214469	5080	16917
226971	5469	1723
50785	3719	10735
320011	9029	10098
214854	2583	76
214855	5699	27869
226976	4663	4537
214895	2225	994
94220	4582	3959
94218	5283	722
78321	1954	219
109346	1786	253
20353	3805	6902
381337	2577	57
12859	569	701
226977	2077	6123
71166	1127	10
22637	2180	15
56030	6548	8572
70853	4422	11
12790	3498	34
269180	6817	1924
76178	3862	3096
67387	1412	978
269181	7054	2554
77633	2755	359
100861893	736	0
72097	4361	60
100503734	2218	0
211484	3400	51
