EntrezID	GeneLength	Count
497097	3634	3
100503874	3259	0
100038431	1634	0
19888	9747	17
20671	3130	33
27395	4203	1564
18777	2433	3865
100503730	799	11
21399	2847	2251
58175	2241	622
108664	1976	5499
18387	4707	0
226304	3692	0
12421	7046	5233
620393	858	0
240690	6161	0
319263	5232	3873
71096	4193	0
59014	2048	3462
76187	3139	148
72481	1246	67
76982	3187	35
17864	3564	632
70675	5179	5412
73331	1494	1
170755	5622	721
620986	451	307
240697	2553	3
73824	407	709
266793	74	18
100038398	2646	51
100039596	501	7
69312	1502	5
26754	1240	5545
211660	4354	1740
211673	7042	17002
329093	1930	0
109294	11187	368
320492	8293	5
329096	3200	0
240725	4864	152
240726	8512	22
383491	2593	15
17978	8213	12641
72265	2888	13524
212442	1889	1607
381246	1926	1
433273	1245	4
14048	4345	8
17681	1717	210
277328	4263	0
98741	5309	0
21749	1633	633
226866	2748	35
665434	572	0
75799	717	1
19989	934	30991
98711	2295	2751
29819	2890	1665
66799	2354	1584
67923	955	3515
329101	2788	1
70397	1732	1295
17087	603	246
57339	4809	159
14545	3938	4
94227	6923	32
83691	4006	38
78081	1192	0
654454	222	0
654460	258	0
77673	469	0
654464	256	0
226896	1753	1
21419	6391	6743
241035	12928	49
75028	786	0
387202	73	0
723817	119	0
16171	1171	0
257630	1178	2
17215	2886	2282
77741	1120	0
74229	4420	205
71877	2208	166
170829	1409	326
75712	1112	194
14859	1450	14
241041	1148	0
368204	1950	0
433278	844	1
98582	2247	0
226922	6980	14
116837	4066	0
66755	1781	1
387225	71	0
723964	84	0
70155	4844	4696
100503399	1522	5
280645	4362	162
98366	2259	2202
68002	667	516
68187	6467	2213
12839	3888	4711
12823	10542	4
68421	5392	6770
210933	5522	1
100504323	1551	0
210940	4331	0
433281	2004	0
665903	467	234
210962	2882	0
623924	306	0
791350	1160	0
213109	7561	12670
19243	4129	4832
70988	1094	0
266744	1903	0
74708	1449	0
226957	914	2
624262	762	21
170771	1359	0
408192	1437	0
408191	3748	0
19076	1937	1103
67503	889	11
19335	4487	959
213539	1815	1899
98403	3650	1914
433287	3016	673
320705	2292	21
13518	23242	74010
100628580	79	2
69668	1705	787
27993	2249	3183
52318	3559	1560
